Well,H3BO3,K2SO4,K2HPO4,FeSO4,NH4Cl,MgCl2,NaCl,(NH4)6Mo7O24,CoCl2,CuSO4,MnSO4,ZnSO4,OD340_pred,OD340_std,Label
A1,0.0247727476549762,0.7008258004668284,4.062759771173675,0.04773245101446792,12.929125647614603,2.133702474016914,414.2743109944423,0.0002498563883004622,0.0018274351819221578,0.00048426525529616225,0.00412819816227801,1.3908783664635307e-05,0.5786978127473754,0.048175949509904864,exploitation
B1,0.0247727476549762,0.7008258004668284,4.062759771173675,0.04773245101446792,12.929125647614603,2.133702474016914,414.2743109944423,0.0002498563883004622,0.0018274351819221578,0.00048426525529616225,0.00412819816227801,1.3908783664635307e-05,0.5786978127473754,0.048175949509904864,exploitation
C1,0.0247727476549762,0.7008258004668284,4.062759771173675,0.04773245101446792,12.929125647614603,2.133702474016914,414.2743109944423,0.0002498563883004622,0.0018274351819221578,0.00048426525529616225,0.00412819816227801,1.3908783664635307e-05,0.5786978127473754,0.048175949509904864,exploitation
D1,0.0009558450576439135,2.1841918333577954,3.440720640720632,0.09145784179893407,10.338878419595133,2.8149929342375515,415.7966442451328,0.0002648400432509611,0.00029029016696839924,0.0006884853599022667,0.0027652201368063914,1.3908783664635307e-05,0.5134296279163024,0.048443314544624444,exploitation
E1,0.0009558450576439135,2.1841918333577954,3.440720640720632,0.09145784179893407,10.338878419595133,2.8149929342375515,415.7966442451328,0.0002648400432509611,0.00029029016696839924,0.0006884853599022667,0.0027652201368063914,1.3908783664635307e-05,0.5134296279163024,0.048443314544624444,exploitation
F1,0.0009558450576439135,2.1841918333577954,3.440720640720632,0.09145784179893407,10.338878419595133,2.8149929342375515,415.7966442451328,0.0002648400432509611,0.00029029016696839924,0.0006884853599022667,0.0027652201368063914,1.3908783664635307e-05,0.5134296279163024,0.048443314544624444,exploitation
A2,0.00817025527578934,2.27814004608802,5.092978345974639,0.07786501541925414,11.739813990857924,1.4281527971460999,411.0767533504439,0.00027902398927097237,0.000292369558979832,0.0006885062214088405,0.003862007575168268,1.3908783664635307e-05,0.5119071636773626,0.04831468470129806,exploitation
B2,0.00817025527578934,2.27814004608802,5.092978345974639,0.07786501541925414,11.739813990857924,1.4281527971460999,411.0767533504439,0.00027902398927097237,0.000292369558979832,0.0006885062214088405,0.003862007575168268,1.3908783664635307e-05,0.5119071636773626,0.04831468470129806,exploitation
C2,0.00817025527578934,2.27814004608802,5.092978345974639,0.07786501541925414,11.739813990857924,1.4281527971460999,411.0767533504439,0.00027902398927097237,0.000292369558979832,0.0006885062214088405,0.003862007575168268,1.3908783664635307e-05,0.5119071636773626,0.04831468470129806,exploitation
D2,0.018280268396091804,2.2064930263320095,3.45121322458313,0.059624037968597526,12.453609174241448,0.33219778424269336,401.21056559750474,0.0002214118915137018,0.002910835558058428,0.000710023751687398,0.004350124690262647,1.3908783664635307e-05,0.5002422619186945,0.04857262960255695,exploitation
E2,0.018280268396091804,2.2064930263320095,3.45121322458313,0.059624037968597526,12.453609174241448,0.33219778424269336,401.21056559750474,0.0002214118915137018,0.002910835558058428,0.000710023751687398,0.004350124690262647,1.3908783664635307e-05,0.5002422619186945,0.04857262960255695,exploitation
F2,0.018280268396091804,2.2064930263320095,3.45121322458313,0.059624037968597526,12.453609174241448,0.33219778424269336,401.21056559750474,0.0002214118915137018,0.002910835558058428,0.000710023751687398,0.004350124690262647,1.3908783664635307e-05,0.5002422619186945,0.04857262960255695,exploitation
A3,0.014316227086236439,2.1544297448189003,2.710952262577103,0.08073751760073954,10.910401934499411,4.790116971234295,456.7766808288189,0.00018416071759227176,0.00029236925067214266,0.0006885062201885784,0.001921486299631368,1.3908783664635307e-05,0.49744896272071815,0.0480501082289982,exploitation
B3,0.014316227086236439,2.1544297448189003,2.710952262577103,0.08073751760073954,10.910401934499411,4.790116971234295,456.7766808288189,0.00018416071759227176,0.00029236925067214266,0.0006885062201885784,0.001921486299631368,1.3908783664635307e-05,0.49744896272071815,0.0480501082289982,exploitation
