	H3BO3[mM]	Glucose[mM]	K2SO4[mM]	K2HPO4[mM]	FeSO4[mM]	NH4Cl[mM]	MgCl2[mM]	NaCl[mM]	(NH4)6Mo7O24[mM]	CoCl2[mM]	CuSO4[mM]	MnSO4[mM]	ZnSO4[mM]	CaCl2[mM]	OD340
0	0.047111294107457374	197.4229952082967	0.18825206430027874	6.00878698411687	0.047223259727152196	17.288400361721607	2.4550392687095575	1583.290895694383	0.00044583499619294984	0.0015417028630610708	0.0039100237388910684	0.004854004586173683	0.0010001121532333724	0.013364587314360337	0.649214045281661
1	0.0656915346030996	191.63162221033534	0.0463338693660441	4.7702178892421845	0.05043918381942263	28.63190296696655	1.901838875879242	2296.8817654132517	0.0002924982597970427	0.004766014278813467	0.0024142668074989167	0.004016869988225506	0.0008834386033432217	0.01915614697951068	0.648912762109985
2	0.02308851388549492	191.92121730799505	0.12977768280296156	10.08254630556447	0.04832927526086008	25.802273333364642	1.8862120357896877	1672.4607159839472	0.00048486457353829574	0.0023392784462927	0.0014456420307499514	0.014887585860941169	0.0014869036538900982	0.00569565219621078	0.6437463960115073
3	0.06169469855059411	186.26716520741002	0.19291478104330154	12.522270965439924	0.05678908336481556	31.510292385456125	1.550108183262995	2185.0077786028537	0.0002880639153699966	0.005236754591620925	0.004351534046337137	0.0032027039093050352	9.021159530395412e-05	0.008349628071069932	0.6431389907369297
4	0.07137292353027672	147.22427356950334	0.19941922117268934	4.7680842069997755	0.03252711511843279	27.749089894275045	1.747975032204043	1871.9407552738521	0.0005338184411429188	7.807475848516126e-05	0.0010862731620022168	0.015091487131251764	0.0015881078552748141	0.004578109767881694	0.6408828406818995
5	0.04577333902115202	188.5396189109541	0.17306756862238815	11.79911048883017	0.07087280142607673	15.991866080391306	0.6084210317046603	2197.7511309199645	0.00042672961101834875	0.004252640064131733	0.005804687328794561	0.007190335851311244	0.0005010726254126169	0.04219270147186431	0.6403349751281981
6	0.0730862971387517	193.12986755341964	0.08511151872299944	4.575549764597856	0.0946845677070048	14.931900636260314	1.8992005387840734	704.7005341806835	0.00013887396707828304	0.001154607856812664	0.004475670105711373	0.012656462004878393	0.00039811526746794644	0.04174190736083552	0.6392868480706495
7	0.017107784902496884	187.2251846906286	0.052640241211787606	12.648487382939257	0.06843472555070104	43.19040371772345	2.5771524338240983	1485.255095919416	0.0002931506437303733	0.004482786078538921	0.005004497298709327	0.01435905904537146	0.0015620990108327177	0.049145341899241836	0.638895542805931
8	0.07993536664759594	193.4713893013061	0.14236003481514903	6.612490148024204	0.04891372102169734	34.086157863224216	1.0814698633692297	1556.8532911550453	0.000508118903814271	0.005310263611346291	0.0033135871794078542	0.010666743813608237	0.001805504592413804	0.02340858145278607	0.6358134480652738
9	0.05735363964724534	199.1743024616335	0.524429998170987	4.524088852157066	0.015391913079690338	13.640098425814198	2.568692096698347	1721.3741540846825	0.0005442788127230025	0.005526234885937367	0.004590500599421477	0.013467510331675224	0.0011543601035468088	0.02310121286110209	0.6145845796925018
