Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,0.07153126430092673,17.17040072868912,0.057580786218295626,0.008432268714006097,0.5944883277536117
Random Forest Regressor,0.01449603296882515,3.302912964096135,0.014225312050886582,0.0004124944747783647,0.9801629514033476
Support Vector Regressor,0.06029871428657358,16.022328361058605,0.031116966680768614,0.004604200560025896,0.7785818820796526
Kernel Ridge Regressor,0.026860005412466217,6.201236107113961,0.023790362088404834,0.0012874412190551246,0.9380863609350111
K-NN Regressor,0.02575433333333333,6.427140857541283,0.02381128761509736,0.0012302631033333335,0.9408360827606127
Gaussian Process Regressor,0.014957365016722584,3.479482614762546,0.014081976503062976,0.00042202483047629424,0.9797046322241034
Gradient Boosting Regressor,0.014689170619006752,3.358969819111706,0.014157269977807502,0.0004162000266988208,0.9799847497109176
TPOT Regressor,0.03485535538539838,8.374141994071618,0.030222334373885395,0.0021282852940493545,0.8976497834830829
TPOT Regressor,0.051052418993352534,11.980507888105802,0.047314942074192845,0.004845053228557047,0.7669991667163669
TPOT Regressor,0.04383811609048504,11.172537820381494,0.034385301985922254,0.0031041294150259127,0.8507209918647938
TPOT Regressor,0.015291913006334656,3.4971679079439912,0.01485953825636336,0.00045464848058563323,0.9781357459184944
Ensemble Model,0.026076280088019575,6.182902823909413,0.021900024333584175,0.0011595834490404247,0.9442350997723106
