Well,MOPS,Tricine,H3BO3,Glucose,K2SO4,K2HPO4,FeSO4,NH4Cl,MgCl2,NaCl,(NH4)6Mo7O24,CoCl2,CuSO4,MnSO4,ZnSO4,Kan,Water,Culture
A1,29.999999999999943,15.0,19.282076974524937,10.0,6.683553683577241,11.244545967009834,15.537801602968699,10.848575474356924,207.52345654725002,327.43488812306583,10.528331991208333,17.071629363528334,19.1799673314425,39.0376898498875,13.5437558631025,5.0,727.0837272280772,15.0
B1,29.999999999999943,15.0,19.282076974524937,10.0,6.683553683577241,11.244545967009834,15.537801602968699,10.848575474356924,207.52345654725002,327.43488812306583,10.528331991208333,17.071629363528334,19.1799673314425,39.0376898498875,13.5437558631025,5.0,727.0837272280772,15.0
C1,29.999999999999943,15.0,19.282076974524937,10.0,6.683553683577241,11.244545967009834,15.537801602968699,10.848575474356924,207.52345654725002,327.43488812306583,10.528331991208333,17.071629363528334,19.1799673314425,39.0376898498875,13.5437558631025,5.0,727.0837272280772,15.0
D1,29.999999999999886,15.0,16.636255349059812,10.0,6.1630814507473275,19.968885663960283,11.6468667663074,8.452001905541472,246.80623537647674,338.1430394973065,8.808129981491668,10.4527578797725,18.7683796028575,7.3144337887674995,19.3842608468725,5.0,712.4556718908389,15.0
E1,29.999999999999886,15.0,16.636255349059812,10.0,6.1630814507473275,19.968885663960283,11.6468667663074,8.452001905541472,246.80623537647674,338.1430394973065,8.808129981491668,10.4527578797725,18.7683796028575,7.3144337887674995,19.3842608468725,5.0,712.4556718908389,15.0
F1,29.999999999999886,15.0,16.636255349059812,10.0,6.1630814507473275,19.968885663960283,11.6468667663074,8.452001905541472,246.80623537647674,338.1430394973065,8.808129981491668,10.4527578797725,18.7683796028575,7.3144337887674995,19.3842608468725,5.0,712.4556718908389,15.0
A2,30.00000000000007,15.0,9.888521556756812,10.0,6.46542230660752,21.5443778654792,12.084573047114374,8.161132619939462,223.73710328650438,394.3696164605126,18.787913989908336,10.095902297430834,14.711820707270002,9.65110384136875,17.490921057462504,5.0,678.0115909636452,15.0
B2,30.00000000000007,15.0,9.888521556756812,10.0,6.46542230660752,21.5443778654792,12.084573047114374,8.161132619939462,223.73710328650438,394.3696164605126,18.787913989908336,10.095902297430834,14.711820707270002,9.65110384136875,17.490921057462504,5.0,678.0115909636452,15.0
C2,30.00000000000007,15.0,9.888521556756812,10.0,6.46542230660752,21.5443778654792,12.084573047114374,8.161132619939462,223.73710328650438,394.3696164605126,18.787913989908336,10.095902297430834,14.711820707270002,9.65110384136875,17.490921057462504,5.0,678.0115909636452,15.0
D2,30.0000000000001,15.0,7.0244910693695,10.0,7.217431768227131,16.74716466076414,13.061113899880874,10.16800749700651,384.3565381988688,471.1493138903473,14.428842274808334,14.211651575446668,23.9798124724375,7.274350663657188,23.5552574244025,5.0,431.8260246047834,15.0
E2,30.0000000000001,15.0,7.0244910693695,10.0,7.217431768227131,16.74716466076414,13.061113899880874,10.16800749700651,384.3565381988688,471.1493138903473,14.428842274808334,14.211651575446668,23.9798124724375,7.274350663657188,23.5552574244025,5.0,431.8260246047834,15.0
F2,30.0000000000001,15.0,7.0244910693695,10.0,7.217431768227131,16.74716466076414,13.061113899880874,10.16800749700651,384.3565381988688,471.1493138903473,14.428842274808334,14.211651575446668,23.9798124724375,7.274350663657188,23.5552574244025,5.0,431.8260246047834,15.0
A3,29.999999999999908,15.0,7.238432103438687,10.0,17.01101845797305,13.27621867555655,13.878969993211276,7.428258168792613,258.0740009084205,398.0568159576268,17.58046652631667,16.274848545518335,22.552215357282503,8.371441556020313,46.009473146279,5.0,599.2478406035639,15.0
B3,29.999999999999908,15.0,7.238432103438687,10.0,17.01101845797305,13.27621867555655,13.878969993211276,7.428258168792613,258.0740009084205,398.0568159576268,17.58046652631667,16.274848545518335,22.552215357282503,8.371441556020313,46.009473146279,5.0,599.2478406035639,15.0
C3,29.999999999999908,15.0,7.238432103438687,10.0,17.01101845797305,13.27621867555655,13.878969993211276,7.428258168792613,258.0740009084205,398.0568159576268,17.58046652631667,16.274848545518335,22.552215357282503,8.371441556020313,46.009473146279,5.0,599.2478406035639,15.0
D3,30.0,15.0,16.144712739536,10.0,83.84213775320609,15.510365168416536,6.060996866475749,10.577720455953733,193.78229029686293,406.8125197329011,16.542698115308333,24.309295099590003,12.261292987682502,11.051036739379063,22.4403255960275,5.0,605.6646084486605,15.0
E3,30.0,15.0,16.144712739536,10.0,83.84213775320609,15.510365168416536,6.060996866475749,10.577720455953733,193.78229029686293,406.8125197329011,16.542698115308333,24.309295099590003,12.261292987682502,11.051036739379063,22.4403255960275,5.0,605.6646084486605,15.0
F3,30.0,15.0,16.144712739536,10.0,83.84213775320609,15.510365168416536,6.060996866475749,10.577720455953733,193.78229029686293,406.8125197329011,16.542698115308333,24.309295099590003,12.261292987682502,11.051036739379063,22.4403255960275,5.0,605.6646084486605,15.0
A4,29.99999999999998,15.0,10.760057033372625,10.0,90.49954803305535,14.35441703666088,16.476719142333202,7.228529726939377,241.3318948714535,398.57352262186913,9.161524057583334,21.792461085209165,8.481937777185001,11.359068404377814,12.625466208337501,5.0,582.3548540016233,15.0
B4,29.99999999999998,15.0,10.760057033372625,10.0,90.49954803305535,14.35441703666088,16.476719142333202,7.228529726939377,241.3318948714535,398.57352262186913,9.161524057583334,21.792461085209165,8.481937777185001,11.359068404377814,12.625466208337501,5.0,582.3548540016233,15.0
C4,29.99999999999998,15.0,10.760057033372625,10.0,90.49954803305535,14.35441703666088,16.476719142333202,7.228529726939377,241.3318948714535,398.57352262186913,9.161524057583334,21.792461085209165,8.481937777185001,11.359068404377814,12.625466208337501,5.0,582.3548540016233,15.0
D4,29.9999999999997,15.0,7.1166174813332495,10.0,84.75021019527821,20.535942780672237,16.4267342704661,6.666479253003687,398.65873578740275,494.8335515215211,10.187430769325001,18.843690929002502,23.855467672935003,10.367250777370312,11.506500243385,5.0,321.251388318305,15.0
E4,29.9999999999997,15.0,7.1166174813332495,10.0,84.75021019527821,20.535942780672237,16.4267342704661,6.666479253003687,398.65873578740275,494.8335515215211,10.187430769325001,18.843690929002502,23.855467672935003,10.367250777370312,11.506500243385,5.0,321.251388318305,15.0
F4,29.9999999999997,15.0,7.1166174813332495,10.0,84.75021019527821,20.535942780672237,16.4267342704661,6.666479253003687,398.65873578740275,494.8335515215211,10.187430769325001,18.843690929002502,23.855467672935003,10.367250777370312,11.506500243385,5.0,321.251388318305,15.0
