Well,MOPS,Tricine,H3BO3,Glucose,K2SO4,K2HPO4,FeSO4,NH4Cl,MgCl2,NaCl,(NH4)6Mo7O24,CoCl2,CuSO4,MnSO4,ZnSO4,Kan,Water,Culture
A1,30.000000000000163,15.0,16.86985807020144,10.0,7.906087674918727,10.539811489798636,11.59669754612,5.806269275939619,133.35463219761405,355.0938436716804,46.66196063583562,16.89901814875,19.740619536852503,35.02607754215,85.8909871549,5.0,679.6141370552389,15.0
A2,30.000000000000163,15.0,16.86985807020144,10.0,7.906087674918727,10.539811489798636,11.59669754612,5.806269275939619,133.35463219761405,355.0938436716804,46.66196063583562,16.89901814875,19.740619536852503,35.02607754215,85.8909871549,5.0,679.6141370552389,15.0
A3,30.000000000000163,15.0,16.86985807020144,10.0,7.906087674918727,10.539811489798636,11.59669754612,5.806269275939619,133.35463219761405,355.0938436716804,46.66196063583562,16.89901814875,19.740619536852503,35.02607754215,85.8909871549,5.0,679.6141370552389,15.0
A4,30.000000000000163,15.0,16.86985807020144,10.0,7.906087674918727,10.539811489798636,11.59669754612,5.806269275939619,133.35463219761405,355.0938436716804,46.66196063583562,16.89901814875,19.740619536852503,35.02607754215,85.8909871549,5.0,679.6141370552389,15.0
A5,30.000000000000355,15.0,14.989317531729998,10.0,81.25632152422538,18.278295564820063,27.869005575849002,8.077462098380275,41.22063807022926,133.07347074252962,7.517714773138887,40.92615548525001,17.643461037345002,7.378641453656562,37.8790225995953,5.0,988.8904935432503,15.0
A6,30.000000000000355,15.0,14.989317531729998,10.0,81.25632152422538,18.278295564820063,27.869005575849002,8.077462098380275,41.22063807022926,133.07347074252962,7.517714773138887,40.92615548525001,17.643461037345002,7.378641453656562,37.8790225995953,5.0,988.8904935432503,15.0
A7,30.000000000000355,15.0,14.989317531729998,10.0,81.25632152422538,18.278295564820063,27.869005575849002,8.077462098380275,41.22063807022926,133.07347074252962,7.517714773138887,40.92615548525001,17.643461037345002,7.378641453656562,37.8790225995953,5.0,988.8904935432503,15.0
A8,30.000000000000355,15.0,14.989317531729998,10.0,81.25632152422538,18.278295564820063,27.869005575849002,8.077462098380275,41.22063807022926,133.07347074252962,7.517714773138887,40.92615548525001,17.643461037345002,7.378641453656562,37.8790225995953,5.0,988.8904935432503,15.0
B1,30.000000000000014,15.0,8.155402631545,10.0,67.6752331090578,16.538813000145517,43.914094263391505,9.974138825036082,32.66780240195141,46.512991695712586,39.62762603182455,19.636085742537503,6.22075517664,9.574233603666876,20.6876961657775,5.0,1103.8151273527137,15.0
B2,30.000000000000014,15.0,8.155402631545,10.0,67.6752331090578,16.538813000145517,43.914094263391505,9.974138825036082,32.66780240195141,46.512991695712586,39.62762603182455,19.636085742537503,6.22075517664,9.574233603666876,20.6876961657775,5.0,1103.8151273527137,15.0
B3,30.000000000000014,15.0,8.155402631545,10.0,67.6752331090578,16.538813000145517,43.914094263391505,9.974138825036082,32.66780240195141,46.512991695712586,39.62762603182455,19.636085742537503,6.22075517664,9.574233603666876,20.6876961657775,5.0,1103.8151273527137,15.0
B4,30.000000000000014,15.0,8.155402631545,10.0,67.6752331090578,16.538813000145517,43.914094263391505,9.974138825036082,32.66780240195141,46.512991695712586,39.62762603182455,19.636085742537503,6.22075517664,9.574233603666876,20.6876961657775,5.0,1103.8151273527137,15.0
B5,29.99999999999975,15.0,17.739026934896252,10.0,52.59413847756432,12.986416807175614,15.281020083177001,5.602362701651776,287.41870513494985,268.91327966803493,24.401287905466667,33.89920888465,15.42113955926,45.4420199388625,15.407398491467502,5.0,629.8939954128439,15.0
